FakeNN JSON Name,M,N,K,m,n,k,JSON Name,m Dim,Space Remaining,tileB_cc,Original Name,tileA,tileB,tileC,tileA_cc,padding,Weight Matrix Tile Size,Kpad,Npad,tileC_cc,Row Dim,Mpad,Space Needed in L1,Reduction Dim,SSR Config Count,mPrime Little VecMat Runs,mPrime UnrollAndJam Loop Iters,mPrime HW Loop Iters,mPrime HW Loop Body Size,mPrime,mHat Little VecMat Runs,mHat UnrollAndJam Loop Iters,mHat HW Loop Iters,mHat HW Loop Body Size,mHat,Regular Loads,Total SSR Loads,A Not Reused SSR Loads,A SSR Reuse Loads,A SSR Start Reuse Loads,B SSR Loads,Little K,m_tiles,n_tiles,k_tiles,L3 Loads,stage
8x16x16w8-16-16,8,16,16,8,16,8,8-16-16,8,109568,1024,8x16x16w8-16-16,512,1024,1024,64,0,2048,0,0,128,16,0,5120,8,16,1,2,8,8,1,2,2,8,8,2,256.0,3072.0,192.0,1344.0,192,1536.0,8,1.0,1.0,2.0,512.0,1
